,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
107,Great trip on 777,"Managed to get the bulkhead row upon check in 24 hours in advance for free (instead of paying $112!) which helps on long flights as you can stretch your legs out.  In flight entertainment was good.  However, the food was poor.  Much worse than my flight over.   Lunch was pastaâ", Sep 2019,19-Sep,"Miami, Florida",London - Miami,Economy,"7,119",3
108,Smooth,"Was a full flight service of flight attendants was excellent. Snacks offered weâ€™re good. Plane tempature was comfortable.,", Sep 2019,19-Sep,"Sevierville, Tennessee",Cleveland - Dallas,Business Class,167,4
109,Great customer service ,After we landed in the evening in Chicago at gate H6 I had noticed once we were at the luggage pick up I had dropped my drivers license.  At 8pm our phone rang and it was Nicole letting us know she had my drivers license.   I was so relieved and she said to go to the baggageâ, Sep 2019,19-Sep,"Chicago, Illinois",Miami - Chicago,Economy,4,5
110,"Awful, awful, awful","Our first flight was delayed for 4 hours due to a mechanical issue. We sat on the plane for 3 of those, then got off and waited another 45 minutes to board another flight. Because of the delay we had missed our 2 connecting flights. They put us on a different plan, taking us toâ", Sep 2019,19-Sep,,Seattle - Punta Cana,Economy,3,2
111,"Good weather, on time, passengers behaved.","Routine, boring, safe is fine for me. The early morning security screening at LAX was courteous, efficient.", Sep 2019,19-Jul,,Los Angeles - Charlotte,Economy,6,4
112,Another solid business class,Solid business class experience with professional and friendly crew.  Cabin is well equipped and seems to have a slightly better design than the equivalent Delta flightâ€”but both are excellent choices.  Wi-fi tends to be poor on trans-Atlantic flights on AAâ€”not a problem onâ, Sep 2019,19-Sep,,Paris - New York City,Business Class,3,5
113,overseas flight without any trouble,"seat was very comfortable with plenty of room for premium economy. was provided with earphones for the builtin monitor in seatback in front of me.  service was courteous,", Sep 2019,19-Sep,"Alexandria, Louisiana",New Orleans - Milan,Premium Economy,37,5
114,"There was weather, not their fault.",Severe weather affected several flights.  They had 1 agent to check you and take your luggage.  The kiosks were extremely slow or not working at all.  The agent was trying to help passengers rebook due to cancellations and the line was backed way up even for those that were notâ, Sep 2019,19-Sep,,Little Rock - Buffalo,Economy,2,2
115,"Smooth flight, good food","Very smooth nonstop from Heathrow to RDU.  Great food, a meal and two snacks were served.  Free wine even in coach.  Entertainment screens for all seats with a seat in front of them.  American does a good job.", Sep 2019,19-Sep,"Raleigh, North Carolina",Raleigh - London,Economy,72,5
116,Worst experience ive ever had,Absolute worst airline there is. Avoid at all costs. 3 delays and two missed flights...on top of being forced into a flight the next morning and a hotel stay oveenight because of their mistakes at my own cost. Add on top of this lost/late luggage. Never again will i support thisâ, Sep 2019,19-Sep,,Houston - Salt Lake City,Business Class,1,1
117,Disappointed ,Our flight was an hour and a half late taking off. Flight was not full with several exit row seats available. Thought they would be nice enough to let me move. But no. And rude about it. No matter that I am now going to be late arriving home. Delta next time. , Sep 2019,19-Sep,"Chattanooga, Tennessee",Charlotte - Chattanooga,Economy,188,2
118,Easy flight,Very smooth easy flight. Attendants were helpful and happy. And flight was on time and arrived early., Sep 2019,19-Sep,"Antioch, Illinois",Chicago - Phoenix,Economy,4,5
119,Well maintained plane,Plane was clean. Crew was courteous and efficient.  Ground crew was equally  efficient. Flight timing was efficient., Sep 2019,19-Jun,,Toronto - Miami,Economy,36,5
120,Small but comfy plane,"Air was very nice. Just a walk from car rentals across the street. Go up escalators for check in, short lines. then back downstairs to take train to terminal. Good choices of food and stores. The AA plane was a stand in for the 737. Small plane but had 4 seats across. paid forâ", Sep 2019,19-Sep,,Charlotte - Austin,Premium Economy,36,4
121,American Airlines From DFW to Iceland,"The flight was shorter than expected both ways which was nice, smooth flight, flight was ontime. Downside the flight attendants were rude both flights and one eve said she only works at American for the benefits. Also for a long trip i was surprised there were no tv's in theâ", Sep 2019,19-Sep,,Dallas - Reykjavik,Business Class,15,3
122,Horrible service - zero accountability,"My itinerary was Las Vegas-Philaldelphia-Albany.  I paid more to keep my trip with only one stop and make it before 7 pm.  Well, American Airlines started delaying my flight to Albany until 5 hours later they canceled it.  Without any explanation, without any sign to â€œapologizeâ", Sep 2019,19-Sep,Albany,Las Vegas - Albany,Economy,29,1
123,Nothing bad to say,"I was flying Delta Airlines, but my last trip with them was a disaster, so switched to American Airlines, with American I at least had no delayed or cancelled flights. Only problem with this flight was my bags went to Washington DC and I went to Burlington Vermont. But they didâ", Sep 2019,19-Sep,"Xenia, Ohio",Dayton - Burlington,Economy,14,5
124,Flight to AZ,"The flight was fine. There is not much room for a 6'4 person, unless you get lucky and sit in the emergency exit.", Sep 2019,19-Aug,"Montgomery, Illinois",Chicago - Phoenix,Economy,2,3
125,"Surprisingly good food, and comfortable!","My husband and I went to Italy for two weeks, and were lucky enough to get business class seats, because we were able to snag one ticket with credit card points. Itâ€™s the first time we flew American for business class, weâ€™ve normally done United when weâ€™ve gotten lucky.   Theâ", Sep 2019,19-Sep,,Austin - Rome,Business Class,4,5
126,"Good flightâ€”but,","Barcelona Le Prat airport very frustrating. Flight was delayed, departure gate moved at the last moment, people working at gate were very disorganized.", Sep 2019,19-Sep,"Clearwater, Florida",Barcelona - Miami,Premium Economy,168,4
127,Smooth,Smooth flight with an easy landing both there and on the return to Philly.  No issues at all with the flight.  On the trip to Jamaica the flight was full so some carry on luggage had to be checked.  Our checked bag and our carry on that we had to check both arrived intact., Sep 2019,19-Sep,,Philadelphia - Montego Bay,Economy,8,5
128,Not what it used to be!,"Everything was too quick and without a smile. Get everyone feed, get the lights off and the blinds down and the cabin crew have more time to themselves. Food was poor. Iâ€™ve been taking this trip for over 20 years and this was my worst experience. Need attention C-", Sep 2019,19-Sep,,Manchester - Philadelphia,Business Class,5,3
129,Great international flight,"Comfortable seats, great selection of movies, great service, good meals. Flight time went by quickly. Had brief stopover in Dallas-Ft. Worth to change planes but no issues.", Sep 2019,19-Sep,,Los Angeles - Paris,Economy,6,5
130,Quick flight needed,"While it wasn't a bad flight or experience, it was just okay.  It was an early flight leaving at 6:20 a.m.  We left on time but the first class experience was not really first class.", Sep 2019,19-Sep,"Minneola, Florida",Orlando - Philadelphia,First Class,89,4
131,Flight experience,My first time ever traveling. I loved it. Staff was very curtious. Traveling economy for and 8 hour flight is a bit cramped for sure. Other than that no woes., Sep 2019,19-Sep,,Tampa - Dublin,Economy,4,4
132,"canceled flights, connections missed","Date leaving September 14, 2019,  Amarillo our flight to Dallas was delayed twice and finally canceled. Caused us to miss connecting flight to Jamaica. Were sent to Miami Florida because it had the earliest flight our the following morning to Jamaica.  Put up in a hotel for theâ", Sep 2019,19-Sep,,Amarillo - Montego Bay,Economy,1,1
133,Terminal-to-terminal shuttle service is virtually non-existent,"I parked in terminal C for the flight out, then flew in to terminal B on the return flight. It should not have been a problem, but then my husband and I had to take a taxi from one terminal to another after waiting an inordinate amount of time for the virtually non-existentâ", Sep 2019,19-Sep,,Tucson - Dallas,Economy,1,2
134,"Horrible staff, not a professional company zero safety!!","I took American Airlines flight 343 from SFO to Miami on Sept 24 2019 the 7:10AM flight, after boarding on time and everything was perfect, we stayed in the aircraft till omits 9:15 AM because while we are on the runway they discovered that the navigation system wasnâ€™tâ", Sep 2019,19-Sep,"San Francisco, California",San Francisco - Miami,Economy,30,1
