,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
102,China Southern flight,"Departure and arrival on time. Clean aircraft with friendly staff who also kept the toilet clean the whole flight. The food was good with the option of many drinks including wine. Water was offered the whole flight. The price was great, I had a return flight via Guangzhou,‚", Jul 2019,19-Jul,"London, United Kingdom",Kathmandu - Sydney,Economy,15,5
103,Great flights,We flew on 16 June 2019.  Check was easy but make sure your visa is authorised correctly.  The flight left on time.  There was an offer of upgrade to business class for 550 pounds which was half price.  However there was only about 30 people on the flight and we received‚, Jul 2019,19-Jun,,London - Sanya,Economy,2,5
104,Not just so good for a first timer,"IT WAS MY FIRST TIME IN CHINA SOUTHERN.  In Dubai where there was a long queueing in the check-in point, a chines couple made a scene when they were not given priority on the line since they have small kids. The father was hysterical as so as the mother shouting and cursing the‚", Jul 2019,19-Jul,Philippines,Dubai - Hanoi,Economy,12,3
105,china and japan,After reading reviews i was a little nervouse flying with this airline. There where no problems at all. The food was very basic so stock up on snacks., Feb 2019,18-Jun,"Lavington, Australia",Melbourne - Shanghai,Economy,86,4
106,I was surprised,This flight came with a fully booked tour and I was hesitant about it but was very surprised how comfy it was also the food was good and the service was lovely., Feb 2019,18-Oct,bribie isalnd,Brisbane - Tokyo,Economy,42,4
107,Foods and service,"Foods are so delicious every time I fry with China southern Airlines I always excited for the foods time They Always served a delicious meal with fruit, juice and it's delicious in every meal but sadly Is a little bit small  And flight attendance also very friendly ", Feb 2019,NA,,Dalian - Kuala Lumpur,Economy,6,4
108,Mr.,"Nice accommodation and food provide through entire flight. Their Lounge at guangzhou is very nice , but the one on wuhan need to be improved. My guess they may not have that many flight kn wuhan.", Feb 2019,19-Feb,"New York City, New York",San Francisco - Sukhothai,Business Class,4,5
109,Never again,"My flight had an unmentioned extra stop while in China to pick up more passengers. Also, tried to upgrade my seat and the asking price was ridiculously high. Most airlines will negotiate with you if they have several vacant business or premium economy seats available, but not‚", Feb 2019,19-Feb,,San Francisco - Denpasar,Business Class,1,1
110,Window Seat?,"Why do people choose a window seat and then fly with the blind closed throughout the flight? I had booked a window when I booked the flight and was given 54K.  But on a B787-800 there are only 53 rows, so was reallocated to an aisle seat. So I spent a 12 hour, daylight flight‚", Feb 2019,19-Feb,,Guangzhou - London,Economy,2,3
111,Fantastic Experience!,"I had a lie-flat business class seat, and all of them have unimpeded aisle access. The service was impeccable in every way, and each flight was right on time.  Plus, I had to transfer in China to get on a different plane to Bangkok. The airline had a representative with a list‚", Feb 2019,19-Feb,"Las Vegas, Nevada",Los Angeles - Bangkok,Business Class,20,5
112,"Great airline, clean, safe, quiet.","We book the return tickets both from this airline. The flight both was on time, on flight service was great, flight attendant were super friendly. A380 was very quiet. I don't even need to turn on the noise cancelling feature from my headset. The food was ok. on flight‚", Feb 2019,19-Feb,"Sydney, Australia",Sydney - Guangzhou,Economy,38,5
113,comfortable,for cheap flight this airline rates.  nothing exciting but comfortable and pleasant flight crew. I would choose this airline when in a hurry to get a flight., Feb 2019,18-Sep,"Surin, Thailand",Bangkok - Los Angeles,Economy,30,5
114,Great Experience,"We were skeptical about this airline, but we are glad we tried this airline. Their flights are super-punctual - always on-time! The staff was very friendly and their boarding process was very methodical. We had ordered special meal and it was more than descent!   The restrooms‚", Feb 2019,19-Feb,"Santa Clara, California",San Francisco - Siem Reap,Economy,33,5
115,China Southern flights from Auckland to Madrid with transit in Guangzhou,The flight left on time and arrived on time. The transit visa and hotel process in Guangzhou is a little messy and not well organized or signposted. It took us a while to find the unoccupied transit Visa desk and had to wait 10 minutes before a staff member arrived who then sent‚, Feb 2019,18-Nov,"Dunedin, New Zealand",Auckland - Madrid,Economy,29,4
116,Suprisingly good,"They had the cheapest tickets to Rome in late December, but I was a bit apprehensive as I am not petite, and frankly I was expecting small seats. They were actually roomy! Even my daughter was able to fit her long legs behind the next seat without a problem, and this rarely‚", Feb 2019,18-Dec,"Balwyn, Australia",Melbourne - Rome,Economy,7,5
117,No problems,"All the cheapest flights for the route i wanted were using Chinese Airlines and the cheapest was with China southern. I was a bit apprehensive but also it sounded like an adventure, first time on Chinese soil. What I expected was aeroflot 70s, but what I received was just‚", Feb 2019,19-Feb,brussels,Amsterdam - Manila,Economy,232,4
118,Service good and reasonable price UK New Zealand,This was the cheapest business class flight to New Zealand I could find.  The service was good though sometimes it took a while.  On the  return journey the flight to Guangzhou   CZ618 had a much more comfortable lie flat seat than the plane from China to London CZ203.  Quite a‚, Feb 2019,19-Jan,"Norwich, United Kingdom",London - Auckland,Business Class,144,4
119,Deleyed for 4hrs on the plane. they lost my baggage,Terrible all things.... I wont use again. rWeather was bad so have to go to the other airport and stayed at the plane for 4hr. After then i missed my flight so i arrived at 4am. Actually flight arrival time is 10: 45 but arrived at next day 4am. N lost my baggage  I am waiting‚, Feb 2019,19-Feb,"Seoul, South Korea",Seoul - Bangkok,Economy,1,1
120,Amazing flight attendants,"My mom fell sick with the flu one day before she was suppose to fly from JFK to Changsha China on Feb 17, 2019 (with a stop in Guangzhou). I was really worried for her wellbeing, and registered her for the wheelchair service, so that there is someone with her most of the time.  ‚", Feb 2019,19-Feb,,New York City - Guangzhou,Economy,1,5
121,Attentive staff but not listening,"As is always the case with China Southern, we took off and landed exactly on time. The Flight attendants are very nice and always trying to help. They ask what you would like to drink and eat for your meals, but when this comes to delivery,  the information gets lost as I did‚", Feb 2019,19-Feb,"Hepburn Springs, Australia",Guangzhou - Melbourne,Business Class,692,4
122,Good economy airline,"Was apprehensive about flying with an airline didn‚Äôt know much about, but needed have worried - it was very, very good. First A330 was brand new and second from Guanghzou to Melbourne not very old. Air crew were very courteous and we could not fault the service from them. Food,‚", Feb 2019,19-Jan,"Dundee, United Kingdom",Amsterdam - Melbourne,Economy,6,5
123,Guangzhou to Xian CZ3203,"Before waiting at the gate for this flight had to go from one end of the airport to the other, boarding was shambolic as we had to get on a bus to take us to the aircraft thus no orderly line just make your way to the people at the gate scanning area and then board the special‚", Feb 2019,18-Sep,"Auckland Central, New Zealand",Guangzhou - Xi&#39;an,Economy,115,4
124,China Southern Airlines - Auckland to Guangzhou,Flying on China Southern Airlines A330 CZ306 Auckland to Guangzhou as part of an arranged tour via CTS Tours Auckland or Nexus Holiday which are based in Australia. Check in counters opened at 18:45 we waited for about 20 minutes before we got to see the Check-In attendant who‚, Feb 2019,18-Sep,"Auckland Central, New Zealand",Auckland - Guangzhou,Economy,115,5
125,Comfortable seating,Travel from Melbourne comfortable seats good meals but  Imited entertainment. Felt more comfortable than in a Qantas Dreamliner , Feb 2019,18-Nov,,Melbourne - Kathmandu,Economy,33,4
126,Return flight China Southern Airlines.,"Well what can I say but just praise this airline, the return flights home where ust outstanding and the service by staff outsatanding. The flight from Dalian To Guangzhou was excellent. My arrive time was later then expected but the China Southern staff was outstanding. They had‚", Feb 2019,19-Feb,,Dalian - Melbourne,Business Class,74,5
